name,weekly_gross_gbp,annual_gross_gbp,adjusted_gross_gbp,position,age,country,club,season,league,verified,bonus_gross_gbp,signed,expiration,years,total_gross_gbp,release_gbp,status,position_detail,active
Arnor Sigurdsson,15000,780000,,F,24,Iceland,Blackburn,2023-2024,championship,,0.0,"Jan 1, 2024","Jun 30, 2025",2,1560000.0,0.0,Starter,AM,True
Ryan Manning,15000,780000,,D,27,Ireland,Southampton,2023-2024,championship,,0.0,"Jul 11, 2023","Jun 30, 2027",4,3120000.0,0.0,Starter,LB,True
Ashley Fletcher,15000,780000,,F,28,England,Sheffield Wednesday,2023-2024,championship,,0.0,"Jul 25, 2023","May 31, 2024",1,780000.0,0.0,Reserve,CF,True
Ashley Phillips,15000,780000,,D,18,England,Plymouth,2023-2024,championship,,0.0,"Jan 8, 2024","May 31, 2024",1,780000.0,0.0,Reserve,CB,True
Ilia Gruev,15000,780000,,M,23,Bulgaria,Leeds,2023-2024,championship,,0.0,"Aug 31, 2023","Jun 30, 2027",4,3120000.0,0.0,Reserve,DM,True
Andy Rinomhota,15000,780000,,M,26,Zimbabwe,Rotherham,2023-2024,championship,,0.0,"Feb 1, 2024","May 31, 2024",1,780000.0,0.0,Reserve,CM,True
Bali Mumba,15000,780000,,D,22,England,Plymouth,2023-2024,championship,,0.0,"Jul 21, 2023","Jun 30, 2027",4,3120000.0,0.0,Starter,RB,True
Rob Atkinson,15000,780000,,D,25,England,Bristol,2023-2024,championship,,0.0,"Jul 3, 2021","Jun 30, 2026",3,2340000.0,0.0,Reserve,CB,True
Rhys Healey,15000,780000,,F,29,England,Huddersfield,2023-2024,championship,,0.0,"Jan 19, 2024","Jun 30, 2026",3,2340000.0,0.0,Reserve,CF,True
Sammie Szmodics,15000,780000,,F,28,Ireland,Blackburn,2023-2024,championship,,0.0,"Nov 28, 2023","Jun 30, 2026",3,2340000.0,0.0,Starter,AM,True
Pipa,15000,780000,,D,26,Spain,West Bromwich,2023-2024,championship,,0.0,"Sep 1, 2023","Jun 30, 2024",1,780000.0,0.0,Reserve,RB,True
Perry Ng,15000,780000,,D,27,England,Cardiff,2023-2024,championship,,0.0,"Aug 24, 2023","Jun 30, 2026",3,2340000.0,0.0,Starter,RB,True
Samuel Edozie,15000,780000,,F,21,England,Southampton,2023-2024,championship,,0.0,"Sep 1, 2022","Jun 30, 2027",4,3120000.0,0.0,Reserve,LW,True
Borja Sainz,15000,780000,,F,22,Spain,Norwich,2023-2024,championship,,0.0,"Jul 1, 2023","Jun 30, 2026",3,2340000.0,0.0,Reserve,LW,True
Bradley Dack,15000,780000,,F,30,England,Sunderland,2023-2024,championship,,0.0,"Jul 27, 2023","Jun 30, 2024",1,780000.0,0.0,Reserve,AM,True
Morgan Fox,15000,780000,,D,30,Wales,QPR,2023-2024,championship,,0.0,"Jul 24, 2023","Jun 30, 2025",2,1560000.0,0.0,Reserve,LB,True
Michael Obafemi,15000,780000,,F,23,Ireland,Millwall,2023-2024,championship,,0.0,"Jan 23, 2024","May 31, 2024",1,780000.0,0.0,Reserve,CF,True
Michael Frey,15000,780000,,F,29,Switzerland,QPR,2023-2024,championship,,0.0,"Jan 28, 2024","Jun 30, 2024",1,780000.0,0.0,Reserve,CF,True
Mateo Joseph,15000,780000,,F,20,England,Leeds,2023-2024,championship,,260000.0,"Jan 19, 2024","Jun 30, 2028",5,3900000.0,0.0,Reserve,CF,True
Marcelino Nunez,15000,780000,,M,23,Chile,Norwich,2023-2024,championship,,0.0,"Aug 2, 2022","Jun 30, 2026",3,2340000.0,0.0,Starter,CM,True
Cameron Pring,15000,780000,,D,26,England,Bristol,2023-2024,championship,,0.0,"Aug 24, 2023","Jun 30, 2026",3,2340000.0,0.0,Starter,LB,True
Anass Zaroury,15000,780000,,F,23,Morocco,Hull City,2023-2024,championship,,0.0,"Feb 1, 2024","May 31, 2024",1,780000.0,0.0,Reserve,LW,True
Luke Thomas,15000,780000,,D,22,England,Middlesbrough,2023-2024,championship,,0.0,"Jan 26, 2024","May 31, 2024",1,780000.0,0.0,Reserve,LB,True
Lukas Jutkiewicz,15000,780000,,F,34,England,Birmingham,2023-2024,championship,,0.0,"Apr 11, 2021","Jun 30, 2024",1,780000.0,0.0,Reserve,CF,True
Lewis O'Brien,15000,780000,,M,25,England,Middlesbrough,2023-2024,championship,,0.0,"Aug 31, 2023","May 31, 2024",1,780000.0,0.0,Reserve,CM,True
Zian Flemming,15000,780000,,F,25,Netherlands,Millwall,2023-2024,championship,,0.0,"Jul 1, 2022","Jun 30, 2024",1,780000.0,0.0,Starter,AM,True
Ali McCann,15000,780000,,M,24,Northern Ireland,Preston,2023-2024,championship,,0.0,"Jan 5, 2024","Jun 30, 2027",4,3120000.0,0.0,Reserve,CM,True
Crysencio Summerville,15000,780000,,F,22,Netherlands,Leeds,2023-2024,championship,,0.0,"Aug 2, 2022","Jun 30, 2026",3,2340000.0,0.0,Starter,RW,True
Kieffer Moore,15000,780000,,F,31,Wales,Ipswich Town,2023-2024,championship,,0.0,"Feb 1, 2024","May 31, 2024",1,780000.0,0.0,Reserve,CF,True
Ken Sema,15000,780000,,F,30,Sweden,Watford,2023-2024,championship,,0.0,"Jul 5, 2018","Jun 30, 2025",2,1560000.0,0.0,Starter,LW,True
Daniel Ballard,15000,780000,,D,24,Northern Ireland,Sunderland,2023-2024,championship,,0.0,"Aug 4, 2023","Jun 30, 2027",4,3120000.0,0.0,Starter,CB,True
Siriki Dembele,15000,780000,,F,27,Scotland,Birmingham,2023-2024,championship,,0.0,"Jul 14, 2023","Jun 30, 2026",3,2340000.0,0.0,Starter,LW,True
Daniel Johnson,15000,780000,,F,31,Jamaica,Stoke City,2023-2024,championship,,0.0,"Jul 19, 2023","Jun 30, 2025",2,1560000.0,0.0,Starter,AM,True
Kal Naismith,15000,780000,,D,31,Scotland,Bristol,2023-2024,championship,,0.0,"Jul 1, 2022","Jun 30, 2025",2,1560000.0,0.0,Reserve,CB,True
Juan Larios,15000,780000,,D,20,Spain,Southampton,2023-2024,championship,,0.0,"Sep 1, 2022","Jun 30, 2027",4,3120000.0,0.0,Reserve,LB,True
Josh Windass,15000,780000,,F,30,England,Sheffield Wednesday,2023-2024,championship,,0.0,"Jun 2, 2023","Jun 30, 2024",1,780000.0,0.0,Starter,AM,True
Delano Burgzorg,15000,780000,,F,25,Netherlands,Huddersfield,2023-2024,championship,,0.0,"Aug 17, 2023","Jun 30, 2024",1,780000.0,0.0,Starter,LW,True
Taylor Richards,15000,780000,,M,23,England,QPR,2023-2024,championship,,0.0,"Jul 1, 2023","Jun 30, 2026",3,2340000.0,0.0,Reserve,CM,True
Josh Laurent,15000,780000,,M,28,England,Stoke City,2023-2024,championship,,0.0,"Jul 1, 2022","Jun 30, 2025",2,1560000.0,0.0,Starter,CM,True
Joel Piroe,15000,780000,,F,24,Netherlands,Leeds,2023-2024,championship,,0.0,"Aug 24, 2023","Jun 30, 2027",4,3120000.0,0.0,Starter,CF,True
Joe Gelhardt,15000,780000,,F,21,England,Leeds,2023-2024,championship,,0.0,"Aug 2, 2022","Jun 30, 2027",4,3120000.0,0.0,Reserve,CF,True
Joe Allen,15000,780000,,M,34,Wales,Swansea,2023-2024,championship,,0.0,"May 17, 2024","Jun 30, 2025",2,1560000.0,0.0,Reserve,CM,True
Harry Pickering,15000,780000,,D,25,England,Blackburn,2023-2024,championship,,0.0,"Dec 7, 2023","Jun 30, 2027",4,3120000.0,0.0,Starter,LB,True
Jason Knight,15000,780000,,M,22,Ireland,Bristol,2023-2024,championship,,0.0,"Jul 11, 2023","Jun 30, 2027",4,3120000.0,0.0,Starter,CM,True
Enda Stevens,15000,780000,,D,33,Ireland,Stoke City,2023-2024,championship,,0.0,"May 21, 2024","Jun 30, 2025",2,1560000.0,0.0,Reserve,LB,True
Erik Pieters,15000,780000,,D,35,Netherlands,West Bromwich,2023-2024,championship,,0.0,"Jun 23, 2023","Jun 30, 2024",1,780000.0,0.0,Reserve,CB,True
Ethan Horvath,15000,780000,,K,28,United States,Cardiff,2023-2024,championship,,0.0,"Feb 1, 2024","Jun 30, 2027",4,3120000.0,0.0,Reserve,GK,True
Freddie Woodman,15000,780000,,K,26,England,Preston,2023-2024,championship,,0.0,"Jul 1, 2022","Jun 30, 2025",2,1560000.0,0.0,Starter,GK,True
Sam Clucas,15000,780000,,M,33,England,Rotherham,2023-2024,championship,,0.0,"Sep 15, 2023","Jun 30, 2024",1,780000.0,0.0,Reserve,CM,True
Jack Colback,15000,780000,,M,34,England,QPR,2023-2024,championship,,0.0,"Aug 1, 2023","Jun 30, 2025",2,1560000.0,0.0,Starter,DM,True
Adam Forshaw,15000,780000,,M,32,England,Plymouth,2023-2024,championship,,0.0,"Jan 19, 2024","Jun 30, 2024",1,780000.0,0.0,Reserve,CM,True
Greg Cunningham,15000,780000,,D,33,Ireland,Preston,2023-2024,championship,,0.0,"Oct 20, 2023","Jun 30, 2024",1,780000.0,0.0,Reserve,CB,True
Ismael Kone,15000,780000,,M,21,Canada,Watford,2023-2024,championship,,0.0,"Jan 1, 2023","Jun 30, 2027",4,3120000.0,0.0,Starter,CM,True
Isaiah Jones,15000,780000,,F,24,England,Middlesbrough,2023-2024,championship,,0.0,"Apr 17, 2024","Jun 30, 2027",4,3120000.0,0.0,Starter,RW,True
Harry Cornick,15000,780000,,F,28,England,Bristol,2023-2024,championship,,0.0,"Jan 31, 2023","Jun 30, 2026",3,2340000.0,0.0,Reserve,CF,True
Edo Kayembe,14808,770000,,M,25,Democratic Republic of the Congo,Watford,2023-2024,championship,,0.0,"Jan 7, 2022","Jun 30, 2026",3,2310000.0,0.0,Starter,DM,True
Sam Gallagher,14423,750000,,F,28,England,Blackburn,2023-2024,championship,,0.0,"Jan 1, 2022","Jun 30, 2024",1,750000.0,0.0,Reserve,CF,True
Marcus Forss,14038,730000,,F,24,Finland,Middlesbrough,2023-2024,championship,,0.0,"Jul 28, 2022","Jun 30, 2026",3,2190000.0,0.0,Reserve,CF,True
Liam Lindsay,14000,728000,,D,28,Scotland,Preston,2023-2024,championship,,0.0,"Dec 8, 2022","Jun 30, 2025",2,1456000.0,0.0,Starter,CB,True
Famara Diedhiou,14000,728000,,F,31,Senegal,Cardiff,2023-2024,championship,,0.0,"Jan 31, 2024","Jun 30, 2024",1,728000.0,0.0,Reserve,CF,True
Robbie Brady,13500,702000,,M,32,Ireland,Preston,2023-2024,championship,,0.0,"Jun 5, 2023","Jun 30, 2025",2,1404000.0,0.0,Reserve,LM,True
Kyle Bartley,13462,700000,,D,32,England,West Bromwich,2023-2024,championship,,0.0,"Aug 5, 2021","Jun 30, 2024",1,700000.0,0.0,Starter,CB,True
Marc Roberts,13462,700000,,D,33,England,Birmingham,2023-2024,championship,,0.0,"Dec 10, 2021","Jun 30, 2024",1,700000.0,0.0,Reserve,CB,True
Sam McCallum,13269,690000,,D,23,England,Norwich,2023-2024,championship,,0.0,"Jan 31, 2020","Jun 30, 2024",1,690000.0,0.0,Reserve,LB,True
Matt Clarke,13077,680000,,D,27,England,Middlesbrough,2023-2024,championship,,0.0,"Aug 25, 2022","Jun 30, 2025",2,1360000.0,0.0,Reserve,CB,True
Ben Woodburn,13000,676000,,F,24,Wales,Preston,2023-2024,championship,,0.0,"May 17, 2023","Jun 30, 2024",1,676000.0,0.0,Reserve,AM,True
Jerry Yates,12500,650000,,F,27,England,Swansea,2023-2024,championship,,0.0,"Jul 12, 2023","Jun 30, 2026",3,1950000.0,0.0,Starter,CF,True
Daniel Bachmann,12500,650000,,K,29,Austria,Watford,2023-2024,championship,,0.0,"Jul 28, 2023","Jun 30, 2028",5,3250000.0,0.0,Starter,GK,True
Matija Sarkic,12500,650000,,K,26,Montenegro,Millwall,2023-2024,championship,,0.0,"Aug 3, 2023","Jun 30, 2024",1,650000.0,0.0,Starter,GK,True
Tyrese Campbell,12500,650000,,F,24,England,Stoke City,2023-2024,championship,,0.0,"Jan 24, 2020","Jun 30, 2024",1,650000.0,0.0,Reserve,CF,True
Albert Adomah,12500,650000,,F,36,Ghana,QPR,2023-2024,championship,,0.0,"Jun 22, 2022","Jun 30, 2024",1,650000.0,0.0,Reserve,RW,True
Reggie Cannon,12500,650000,,D,25,United States,QPR,2023-2024,championship,,0.0,"Sep 26, 2023","Jun 30, 2027",4,2600000.0,0.0,Reserve,RB,True
Christ Tiehi,12500,650000,,M,25,Cote d'Ivoire,Rotherham,2023-2024,championship,,0.0,"Aug 18, 2023","Jun 30, 2026",3,1950000.0,0.0,Starter,DM,True
Patrick Roberts,12500,650000,,F,27,England,Sunderland,2023-2024,championship,,0.0,"Nov 13, 2023","Jun 30, 2026",3,1950000.0,0.0,Starter,RW,True
Million Manhoef,12500,650000,,F,22,Netherlands,Stoke City,2023-2024,championship,,0.0,"Feb 1, 2024","Jun 30, 2024",1,650000.0,0.0,Reserve,RW,True
Yakou Meite,12500,650000,,F,27,Cote d'Ivoire,Cardiff,2023-2024,championship,,0.0,"Jul 7, 2023","Jun 30, 2025",2,1300000.0,0.0,Starter,LW,True
Romaine Sawyers,12308,640000,,F,32,St Kitts & Nevis,Cardiff,2023-2024,championship,,0.0,"Jul 6, 2022","Jun 30, 2024",1,640000.0,0.0,Reserve,AM,True
Vakoun Issouf Bayo,12308,640000,,F,27,Cote d'Ivoire,Watford,2023-2024,championship,,0.0,"Jul 2, 2022","Jun 30, 2027",4,2560000.0,0.0,Reserve,CF,True
Samy Morsy,12308,640000,,M,32,Egypt,Ipswich Town,2023-2024,championship,,0.0,"Aug 31, 2021","Jun 30, 2024",1,640000.0,0.0,Starter,CM,True
Callum O'Dowda,12115,630000,,F,28,Ireland,Cardiff,2023-2024,championship,,0.0,"Jul 1, 2022","Jun 30, 2025",2,1260000.0,0.0,Reserve,LW,True
Alfie Jones,12000,624000,,D,26,England,Hull City,2023-2024,championship,,0.0,"May 17, 2023","Jun 30, 2026",3,1872000.0,0.0,Starter,CB,True
Alex Pritchard,12000,624000,,F,30,England,Birmingham,2023-2024,championship,,0.0,"Feb 1, 2024","Jun 30, 2026",3,1872000.0,0.0,Reserve,AM,True
Brad Potts,12000,624000,,D,29,England,Preston,2023-2024,championship,,0.0,"Sep 18, 2023","Jun 30, 2026",3,1872000.0,0.0,Starter,RB,True
Jeremy Ngakia,12000,624000,,D,23,Democratic Republic of the Congo,Watford,2023-2024,championship,,0.0,"May 23, 2024","Jun 30, 2027",4,2496000.0,0.0,Reserve,RB,True
Jamal Lowe,12000,624000,,F,29,Jamaica,Swansea,2023-2024,championship,,0.0,"Sep 1, 2023","Jun 30, 2024",1,624000.0,0.0,Starter,RW,True
Ryan Wintle,12000,624000,,M,26,England,Cardiff,2023-2024,championship,,0.0,"Aug 4, 2023","Jun 30, 2026",3,1872000.0,0.0,Starter,DM,True
Sydney van Hooijdonk,12000,624000,,F,23,Netherlands,Norwich,2023-2024,championship,,0.0,"Feb 1, 2024","Jun 30, 2024",1,624000.0,0.0,Reserve,CF,True
Liam Palmer,12000,624000,,D,32,Scotland,Sheffield Wednesday,2023-2024,championship,,0.0,"Jun 2, 2023","Jun 30, 2024",1,624000.0,0.0,Starter,RB,True
Mallik Wilks,11923,620000,,F,25,England,Sheffield Wednesday,2023-2024,championship,,0.0,"Aug 22, 2022","Jun 30, 2024",1,620000.0,0.0,Reserve,RW,True
Liam Delap,11923,620000,,F,20,England,Hull City,2023-2024,championship,,0.0,"Jul 2, 2023","May 31, 2024",1,620000.0,0.0,Starter,CF,True
George Saville,11923,620000,,M,30,Northern Ireland,Millwall,2023-2024,championship,,0.0,"Jul 2, 2021","Jun 30, 2024",1,620000.0,0.0,Starter,CM,True
Jack Rudoni,11923,620000,,M,22,England,Huddersfield,2023-2024,championship,,0.0,"Jul 15, 2022","Jun 30, 2026",3,1860000.0,0.0,Starter,CM,True
Scott Hogan,11538,600000,,F,31,Ireland,Birmingham,2023-2024,championship,,0.0,"Sep 16, 2020","Jun 30, 2024",1,600000.0,0.0,Reserve,CF,True
Conor Townsend,11538,600000,,D,30,England,West Bromwich,2023-2024,championship,,0.0,"Nov 17, 2021","Jun 30, 2025",2,1200000.0,0.0,Starter,LB,True
Jake Cooper,11538,600000,,D,29,England,Millwall,2023-2024,championship,,0.0,"Jun 13, 2020","Jun 30, 2024",1,600000.0,0.0,Starter,CB,True
Joe Williams,11538,600000,,M,27,England,Bristol,2023-2024,championship,,0.0,"Aug 20, 2020","Jun 30, 2024",1,600000.0,0.0,Starter,CM,True
Luke Cundle,11538,600000,,M,21,England,Stoke City,2023-2024,championship,,0.0,"Jan 9, 2024","May 31, 2024",1,600000.0,0.0,Starter,CM,True
Charlie Wyke,11154,580000,,F,31,England,Rotherham,2023-2024,championship,,0.0,"Feb 1, 2024","May 31, 2024",1,580000.0,0.0,Reserve,CF,True
Andre Dozzell,11154,580000,,M,24,England,Birmingham,2023-2024,championship,,0.0,"Jan 19, 2024","May 31, 2024",1,580000.0,0.0,Reserve,CM,True
Jordan Storey,10962,570000,,D,26,England,Preston,2023-2024,championship,,0.0,"Jul 1, 2018","Jun 30, 2025",2,1140000.0,0.0,Starter,CB,True
Alex Palmer,10962,570000,,K,27,England,West Bromwich,2023-2024,championship,,0.0,"May 9, 2022","Jun 30, 2026",3,1710000.0,0.0,Starter,GK,True
Andy Fisher,10577,550000,,K,25,England,Swansea,2023-2024,championship,,0.0,"Jan 11, 2022","Jun 30, 2026",3,1650000.0,0.0,Reserve,GK,True
Darragh Lenihan,10192,530000,,D,29,Ireland,Middlesbrough,2023-2024,championship,,0.0,"Jul 1, 2022","Jun 30, 2026",3,1590000.0,0.0,Reserve,CB,True
Tommy Smith,10000,520000,,D,31,England,Middlesbrough,2023-2024,championship,,0.0,"Feb 22, 2023","Jun 30, 2025",2,1040000.0,0.0,Reserve,RB,True
Dennis Cirkin,10000,520000,,D,21,England,Sunderland,2023-2024,championship,,0.0,"Jun 17, 2023","Jun 30, 2026",3,1560000.0,0.0,Reserve,LB,True
Jordan Thompson,10000,520000,,M,27,Northern Ireland,Stoke City,2023-2024,championship,,0.0,"May 5, 2024","Jun 30, 2025",2,1040000.0,0.0,Starter,CM,True
Grant Hall,10000,520000,,D,32,England,Rotherham,2023-2024,championship,,0.0,"Jul 1, 2023","Jun 30, 2024",1,520000.0,0.0,Reserve,CB,True
Alan Browne,10000,520000,,M,28,Ireland,Preston,2023-2024,championship,,0.0,"Jan 13, 2021","Jun 30, 2024",1,520000.0,0.0,Starter,CM,True
Giorgi Chakvetadze,10000,520000,,F,24,Georgia,Watford,2023-2024,championship,,0.0,"Feb 1, 2024","Jun 30, 2027",4,2080000.0,0.0,Reserve,AM,True
Stephy Mavididi,10000,520000,,F,25,England,Leicester,2023-2024,championship,,0.0,"Jul 31, 2023","Jun 30, 2028",5,2600000.0,0.0,Starter,LW,True
Josh Tymon,10000,520000,,D,24,England,Swansea,2023-2024,championship,,0.0,"Sep 1, 2023","Jun 30, 2026",3,1560000.0,0.0,Starter,LB,True
Seny Dieng,10000,520000,,K,29,Senegal,Middlesbrough,2023-2024,championship,,0.0,"Jul 8, 2023","Jun 30, 2027",4,2080000.0,0.0,Starter,GK,True
Jack Whatmough,10000,520000,,D,27,England,Preston,2023-2024,championship,,0.0,"Aug 2, 2023","Jun 30, 2026",3,1560000.0,0.0,Reserve,CB,True
Sean Morrison,10000,520000,,D,33,England,Rotherham,2023-2024,championship,,0.0,"Jun 26, 2023","Jun 30, 2024",1,520000.0,0.0,Starter,CB,True
Danny Batth,10000,520000,,D,33,England,Norwich,2023-2024,championship,,0.0,"Sep 1, 2023","Jun 30, 2024",1,520000.0,0.0,Reserve,CB,True
Gary Gardner,10000,520000,,M,31,England,Birmingham,2023-2024,championship,,0.0,"Jul 1, 2019","Jun 30, 2024",1,520000.0,0.0,Reserve,CM,True
Kasey Palmer,10000,520000,,F,27,Jamaica,Coventry,2023-2024,championship,,0.0,"Jul 1, 2022","Jun 30, 2025",2,1040000.0,0.0,Reserve,AM,True
Sean McLoughlin,10000,520000,,D,27,Ireland,Hull City,2023-2024,championship,,0.0,"Apr 18, 2023","Jun 30, 2026",3,1560000.0,0.0,Reserve,CB,True
Andrew Hughes,10000,520000,,D,31,Wales,Preston,2023-2024,championship,,0.0,"Jan 19, 2024","Jun 30, 2025",2,1040000.0,0.0,Starter,CB,True
Daniel Ayala,10000,520000,,D,33,Spain,Rotherham,2023-2024,championship,,0.0,"Oct 27, 2023","Jun 30, 2024",1,520000.0,0.0,Reserve,CB,True
Jake Clarke-Salter,10000,520000,,D,26,England,QPR,2023-2024,championship,,0.0,"Jul 1, 2022","Jun 30, 2026",3,1560000.0,0.0,Starter,CB,True
Zak Vyner,10000,520000,,D,26,England,Bristol,2023-2024,championship,,0.0,"Sep 1, 2023","Jun 30, 2026",3,1560000.0,0.0,Starter,CB,True
Kristoffer Klaesson,10000,520000,,K,23,Norway,Leeds,2023-2024,championship,,0.0,"Jul 31, 2021","Jun 30, 2025",2,1040000.0,0.0,Reserve,GK,True
Chris Willock,10000,520000,,F,26,England,QPR,2023-2024,championship,,0.0,"May 11, 2023","Jun 30, 2024",1,520000.0,0.0,Reserve,LW,True
Anthony Patterson,10000,520000,,K,23,England,Sunderland,2023-2024,championship,,0.0,"Sep 22, 2023","Jun 30, 2028",5,2600000.0,0.0,Starter,GK,True
Lino Sousa,10000,520000,,D,19,England,Plymouth,2023-2024,championship,,0.0,"Feb 2, 2024","May 31, 2024",1,520000.0,0.0,Reserve,LB,True
Lukas Engel,10000,520000,,D,25,Denmark,Middlesbrough,2023-2024,championship,,0.0,"Aug 15, 2023","Jun 30, 2027",4,2080000.0,0.0,Starter,LB,True
Ryan Leonard,10000,520000,,M,31,England,Millwall,2023-2024,championship,,0.0,"Jun 16, 2023","Nov 30, 2023",1,520000.0,0.0,Starter,CM,True
James Bree,10000,520000,,D,26,England,Southampton,2023-2024,championship,,0.0,"Jan 26, 2023","Jun 30, 2026",3,1560000.0,0.0,Reserve,RB,True
Rob Dickie,10000,520000,,D,27,England,Bristol,2023-2024,championship,,0.0,"Jul 1, 2023","Jun 30, 2026",3,1560000.0,0.0,Starter,CB,True
Joe Lumley,10000,520000,,K,28,England,Southampton,2023-2024,championship,,0.0,"Mar 14, 2024","Jun 30, 2025",2,1040000.0,0.0,Reserve,GK,True
Regan Slater,10000,520000,,M,24,England,Hull City,2023-2024,championship,,0.0,"Jun 21, 2023","Jun 30, 2026",3,1560000.0,0.0,Starter,CM,True
Oliver Rathbone,10000,520000,,M,27,England,Rotherham,2023-2024,championship,,0.0,"May 7, 2024","Jun 30, 2025",2,1040000.0,0.0,Starter,CM,True
Mads Hermansen,10000,520000,,K,23,Denmark,Leicester,2023-2024,championship,,0.0,"Jul 18, 2023","Jun 30, 2028",5,2600000.0,0.0,Starter,GK,True
Mustapha Bundu,10000,520000,,F,26,Sierra Leone,Plymouth,2023-2024,championship,,0.0,"Sep 1, 2023","Jun 30, 2025",2,1040000.0,0.0,Reserve,RW,True
Brodie Spencer,10000,520000,,D,19,Northern Ireland,Huddersfield,2023-2024,championship,,0.0,"Jul 1, 2023","Jun 30, 2025",2,1040000.0,0.0,Reserve,RB,True
Femi Seriki,10000,520000,,D,21,England,Rotherham,2023-2024,championship,,0.0,"Feb 1, 2024","May 31, 2024",1,520000.0,0.0,Reserve,RB,True
Casper De Norre,10000,520000,,M,26,Belgium,Millwall,2023-2024,championship,,0.0,"Jul 21, 2023","Jun 30, 2026",3,1560000.0,0.0,Starter,CM,True
Mikey Johnston,10000,520000,,F,24,Ireland,West Bromwich,2023-2024,championship,,0.0,"Feb 1, 2024","May 31, 2024",1,520000.0,0.0,Reserve,LW,True
Michael Rose,10000,520000,,D,28,Scotland,Stoke City,2023-2024,championship,,0.0,"Jul 17, 2023","Jun 30, 2025",2,1040000.0,0.0,Starter,CB,True
Cafu,10000,520000,,M,30,Portugal,Rotherham,2023-2024,championship,,0.0,"Jul 8, 2023","Jun 30, 2024",1,520000.0,0.0,Starter,CM,True
Ethan Laird,10000,520000,,D,22,England,Birmingham,2023-2024,championship,,0.0,"Jul 1, 2023","Jun 30, 2026",3,1560000.0,0.0,Starter,RB,True
Callum Brittain,10000,520000,,D,25,England,Blackburn,2023-2024,championship,,0.0,"Jul 21, 2022","Jun 30, 2026",3,1560000.0,0.0,Starter,RB,True
Jay Dasilva,10000,520000,,D,25,Wales,Coventry,2023-2024,championship,,0.0,"Jul 1, 2023","Jun 30, 2027",4,2080000.0,0.0,Starter,LB,True
Jay Fulton,10000,520000,,M,29,Scotland,Swansea,2023-2024,championship,,0.0,"Mar 23, 2023","Jun 30, 2026",3,1560000.0,0.0,Starter,CM,True
Emmanuel Latte Lath,10000,520000,,F,25,Cote d'Ivoire,Middlesbrough,2023-2024,championship,,0.0,"Aug 15, 2023","Jun 30, 2027",4,2080000.0,0.0,Reserve,CF,True
Mark McGuinness,10000,520000,,D,23,Ireland,Cardiff,2023-2024,championship,,0.0,"Aug 17, 2023","Jun 30, 2027",4,2080000.0,0.0,Starter,CB,True
Yunus Akgun,10000,520000,,F,23,Turkey,Leicester,2023-2024,championship,,0.0,"Aug 26, 2023","Jun 30, 2024",1,520000.0,0.0,Reserve,RW,True
Callum O'Hare,10000,520000,,F,25,England,Coventry,2023-2024,championship,,0.0,"Jan 7, 2022","Jun 30, 2024",1,520000.0,0.0,Reserve,AM,True
Matheus Martins,10000,520000,,F,20,Brazil,Watford,2023-2024,championship,,0.0,"Jul 4, 2023","Jun 30, 2024",1,520000.0,0.0,Starter,LW,True
Adama Traore,10000,520000,,F,28,Mali,Hull City,2023-2024,championship,,0.0,"Sep 1, 2022","Jun 30, 2024",1,520000.0,0.0,Reserve,AM,True
Tyler Roberts,10000,520000,,F,25,Wales,Birmingham,2023-2024,championship,,0.0,"Jul 1, 2023","Jun 30, 2027",4,2080000.0,0.0,Reserve,CF,True
Tyler Blackett,10000,520000,,D,29,England,Rotherham,2023-2024,championship,,0.0,"Jun 27, 2023","Jun 30, 2024",1,520000.0,0.0,Reserve,LB,True
Harrison Ashby,10000,520000,,D,22,Scotland,Swansea,2023-2024,championship,,0.0,"Aug 4, 2023","May 31, 2024",1,520000.0,0.0,Reserve,RB,True
Duncan Watmore,10000,520000,,F,29,England,Millwall,2023-2024,championship,,0.0,"Jan 31, 2023","Jun 30, 2024",1,520000.0,0.0,Reserve,RW,True
Marvin Johnson,10000,520000,,M,33,England,Sheffield Wednesday,2023-2024,championship,,0.0,"May 17, 2024","Jun 30, 2025",2,1040000.0,0.0,Reserve,LM,True
Matthew Hoppe,10000,520000,,F,22,United States,Middlesbrough,2023-2024,championship,,0.0,"Aug 10, 2022","Jun 30, 2026",3,1560000.0,0.0,Reserve,CF,True
Callum Marshall,10000,520000,,F,19,Northern Ireland,West Bromwich,2023-2024,championship,,0.0,"Jan 26, 2024","May 31, 2024",1,520000.0,0.0,Reserve,CF,True
Mark Sykes,9808,510000,,M,26,Ireland,Bristol,2023-2024,championship,,0.0,"Jul 1, 2022","Jun 30, 2025",2,1020000.0,0.0,Starter,RM,True
Tom Eaves,9615,500000,,F,32,England,Rotherham,2023-2024,championship,,0.0,"Jul 1, 2022","Jun 30, 2025",2,1000000.0,0.0,Reserve,CF,True
Emil Riis,9615,500000,,F,25,Denmark,Preston,2023-2024,championship,,0.0,"Oct 29, 2021","Jun 30, 2025",2,1000000.0,0.0,Reserve,CF,True
Joe Rodon,9615,500000,,D,26,Wales,Leeds,2023-2024,championship,,0.0,"Aug 10, 2023","May 31, 2024",1,500000.0,0.0,Starter,CB,True
Issahaku Fatawu,9500,494000,,F,19,Ghana,Leicester,2023-2024,championship,,0.0,"Aug 31, 2023","Jun 30, 2024",1,494000.0,0.0,Starter,RW,True
